NAME,CITY,STATE,ZIP,CNTY,NMCNTY,CD,SLDL,SLDU,SCHOOLYEAR
Barbara McClintock STEM Elementary,Pasco,WA,99301,53021,Franklin County,5304,53009,53009,2017-2018
Marie Curie STEM Elementary,Pasco,WA,99301,53021,Franklin County,5304,53016,53016,2017-2018
Internet Pasco Academy of Learning,Pasco,WA,99301,53021,Franklin County,5304,53009,53009,2017-2018
Captain Gray STEM Elementary,Pasco,WA,99301,53021,Franklin County,5304,53016,53016,2017-2018
Pasco Early Learning Center,Pasco,WA,99301,53021,Franklin County,5304,53016,53016,2017-2018
Pateros Elementary,PATEROS,WA,98846,53047,Okanogan County,5304,53012,53012,2017-2018
Pateros High School,PATEROS,WA,98846,53047,Okanogan County,5304,53012,53012,2017-2018
Paterson Elementary School,Paterson,WA,99345,53005,Benton County,5304,53016,53016,2017-2018
Pe Ell School,Pe Ell,WA,98572,53041,Lewis County,5303,53020,53020,2017-2018
Trojan Alternative School,Pe Ell,WA,98572,53041,Lewis County,5303,53020,53020,2017-2018
Artondale Elementary School,Gig Harbor,WA,98335,53053,Pierce County,5306,53026,53026,2017-2018
Discovery Elementary School,Gig Harbor,WA,98335,53053,Pierce County,5306,53026,53026,2017-2018
Evergreen Elementary,Lakebay,WA,98349,53053,Pierce County,5306,53026,53026,2017-2018
Goodman Middle School,Gig Harbor,WA,98335,53053,Pierce County,5306,53026,53026,2017-2018
Harbor Heights Elementary School,Gig Harbor,WA,98335,53053,Pierce County,5306,53026,53026,2017-2018
Peninsula High School,Gig Harbor,WA,98332,53053,Pierce County,5306,53026,53026,2017-2018
Purdy Elementary School,Gig Harbor,WA,98332,53053,Pierce County,5306,53026,53026,2017-2018
Vaughn Elementary School,Vaughn,WA,98394,53053,Pierce County,5306,53026,53026,2017-2018
Gig Harbor High,Gig Harbor,WA,98335,53053,Pierce County,5306,53026,53026,2017-2018
Kopachuck Middle School,Gig Harbor,WA,98335,53053,Pierce County,5306,53026,53026,2017-2018
Key Peninsula Middle School,Lakebay,WA,98349,53053,Pierce County,5306,53026,53026,2017-2018
Minter Creek Elementary,Gig Harbor,WA,98329,53053,Pierce County,5306,53026,53026,2017-2018
Voyager Elementary,Gig Harbor,WA,98335,53053,Pierce County,5306,53026,53026,2017-2018
Harbor Ridge Middle School,Gig Harbor,WA,98332,53053,Pierce County,5306,53026,53026,2017-2018
Henderson Bay Alt High School,Gig Harbor,WA,98332,53053,Pierce County,5306,53026,53026,2017-2018
Pioneer Middle School,SHELTON,WA,98584,53045,Mason County,5306,53035,53035,2017-2018
Pioneer Elementary School,SHELTON,WA,98584,53045,Mason County,5306,53035,53035,2017-2018
Pomeroy Elementary School,POMEROY,WA,99347,53023,Garfield County,5305,53009,53009,2017-2018
Pomeroy Jr Sr High School,POMEROY,WA,99347,53023,Garfield County,5305,53009,53009,2017-2018
Lincoln High School,PORT ANGELES,WA,98363,53009,Clallam County,5306,53024,53024,2017-2018
Franklin Elementary,PORT ANGELES,WA,98362,53009,Clallam County,5306,53024,53024,2017-2018
Hamilton Elementary,PORT ANGELES,WA,98363,53009,Clallam County,5306,53024,53024,2017-2018
Jefferson Elementary,PORT ANGELES,WA,98362,53009,Clallam County,5306,53024,53024,2017-2018
Port Angeles High School,PORT ANGELES,WA,98362,53009,Clallam County,5306,53024,53024,2017-2018
Stevens Middle School,PORT ANGELES,WA,98363,53009,Clallam County,5306,53024,53024,2017-2018
Dry Creek Elementary,PORT ANGELES,WA,98363,53009,Clallam County,5306,53024,53024,2017-2018
Parents As Partners,PORT ANGELES,WA,98362,53009,Clallam County,5306,53024,53024,2017-2018
North Olympic Peninsula Skills Center,PORT ANGELES,WA,98363,53009,Clallam County,5306,53024,53024,2017-2018
Special Education,PORT ANGELES,WA,98362,53009,Clallam County,5306,53024,53024,2017-2018
Roosevelt Elementary School,Port Angeles,WA,98362,53009,Clallam County,5306,53024,53024,2017-2018
Grant Street Elementary,Port Townsend,WA,98368,53031,Jefferson County,5306,53024,53024,2017-2018
Port Townsend High School,Port Townsend,WA,98368,53031,Jefferson County,5306,53024,53024,2017-2018
Blue Heron Middle School,Port Townsend,WA,98368,53031,Jefferson County,5306,53024,53024,2017-2018
OCEAN,Port Townsend,WA,98368,53031,Jefferson County,5306,53024,53024,2017-2018
Prescott Elementary School,PRESCOTT,WA,99348,53071,Walla Walla County,5305,53016,53016,2017-2018
Prescott Jr Sr High,PRESCOTT,WA,99348,53071,Walla Walla County,5305,53016,53016,2017-2018
Prescott Special Ed Pre-school,PRESCOTT,WA,99348,53071,Walla Walla County,5305,53016,53016,2017-2018
Prosser Heights Elementary,Prosser,WA,99350,53005,Benton County,5304,53016,53016,2017-2018
Prosser High School,Prosser,WA,99350,53005,Benton County,5304,53016,53016,2017-2018
Housel Middle School,Prosser,WA,99350,53005,Benton County,5304,53016,53016,2017-2018
Keene-Riverview Elementary,Prosser,WA,99350,53005,Benton County,5304,53016,53016,2017-2018
Whitstran Elementary,Prosser,WA,99350,53005,Benton County,5304,53016,53016,2017-2018
Prosser Falls Education Center,Prosser,WA,99350,53005,Benton County,5304,53016,53016,2017-2018
Franklin Elementary,Pullman,WA,99163,53075,Whitman County,5305,53009,53009,2017-2018
Jefferson Elementary,Pullman,WA,99163,53075,Whitman County,5305,53009,53009,2017-2018
Lincoln Middle School,Pullman,WA,99163,53075,Whitman County,5305,53009,53009,2017-2018
Pullman High School,Pullman,WA,99163,53075,Whitman County,5305,53009,53009,2017-2018
Sunnyside Elementary,Pullman,WA,99163,53075,Whitman County,5305,53009,53009,2017-2018
Shaw Road Elementary,Puyallup,WA,98372,53053,Pierce County,5310,53025,53025,2017-2018
Aylen Jr High,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Walker High School,Puyallup,WA,98372,53053,Pierce County,5310,53025,53025,2017-2018
Edgemont Jr High,Edgewood,WA,98372,53053,Pierce County,5310,53031,53031,2017-2018
Firgrove Elementary,Puyallup,WA,98373,53053,Pierce County,5310,53025,53025,2017-2018
Ballou Jr High,Puyallup,WA,98373,53053,Pierce County,5310,53025,53025,2017-2018
Fruitland Elementary,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Rogers High School,Puyallup,WA,98373,53053,Pierce County,5310,53025,53025,2017-2018
Hilltop Elementary,Edgewood,WA,98372,53053,Pierce County,5310,53031,53031,2017-2018
Stewart Elementary,Puyallup,WA,98372,53053,Pierce County,5310,53025,53025,2017-2018
Kalles Junior High,Puyallup,WA,98372,53053,Pierce County,5310,53025,53025,2017-2018
Karshner Elementary,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Maplewood Elementary,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Meeker Elementary,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Mt View Elementary,Edgewood,WA,98372,53053,Pierce County,5310,53031,53031,2017-2018
Northwood Elementary,Edgewood,WA,98371,53053,Pierce County,5310,53031,53031,2017-2018
Puyallup High School,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Riverside Elementary,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Spinning Elementary,Puyallup,WA,98372,53053,Pierce County,5310,53025,53025,2017-2018
Sunrise Elementary,Puyallup,WA,98374,53053,Pierce County,5310,53025,53025,2017-2018
Waller Road Elementary,Tacoma,WA,98443,53053,Pierce County,5310,53025,53025,2017-2018
Wildwood Elementary,Puyallup,WA,98374,53053,Pierce County,5310,53025,53025,2017-2018
Woodland Elementary,Puyallup,WA,98373,53053,Pierce County,5310,53025,53025,2017-2018
Stahl Junior High,Puyallup,WA,98375,53053,Pierce County,5310,53025,53025,2017-2018
Ridgecrest Elementary,Puyallup,WA,98374,53053,Pierce County,5308,53025,53025,2017-2018
Ferrucci Jr High,Puyallup,WA,98374,53053,Pierce County,5310,53025,53025,2017-2018
Pope Elementary,Puyallup,WA,98374,53053,Pierce County,5308,53025,53025,2017-2018
Brouillet Elementary,Puyallup,WA,98375,53053,Pierce County,5310,53025,53025,2017-2018
Warren Hunt Elem,Puyallup,WA,98374,53053,Pierce County,5308,53025,53025,2017-2018
Zeiger Elementary,Puyallup,WA,98373,53053,Pierce County,5310,53025,53025,2017-2018
Emerald Ridge High School,Puyallup,WA,98374,53053,Pierce County,5308,53025,53025,2017-2018
PSD Special Services,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Quest,Puyallup,WA,98371,53053,Pierce County,5310,53025,53025,2017-2018
Edgerton Elementary,Puyallup,WA,98374,53053,Pierce County,5308,53025,53025,2017-2018
Carson Elementary,Puyallup,WA,98375,53053,Pierce County,5310,53002,53002,2017-2018
Glacier View Junior High,Puyallup,WA,98374,53053,Pierce County,5308,53025,53025,2017-2018
Phoenix Program,Puyallup,WA,98373,53053,Pierce County,5310,53025,53025,2017-2018
Open Doors Puyallup,Puyallup,WA,98373,53053,Pierce County,5310,53025,53025,2017-2018
Puyallup Parent Partnership Program,Puyallup,WA,98373,53053,Pierce County,5310,53025,53025,2017-2018
Quilcene High And Elementary,Quilcene,WA,98376,53031,Jefferson County,5306,53024,53024,2017-2018
Crossroads Community School,Quilcene,WA,98376,53031,Jefferson County,5306,53024,53024,2017-2018
PEARL,Quilcene,WA,98376,53031,Jefferson County,5306,53024,53024,2017-2018
Forks Junior-Senior High School,Forks,WA,98331,53009,Clallam County,5306,53024,53024,2017-2018
Forks Elementary School,Forks,WA,98331,53009,Clallam County,5306,53024,53024,2017-2018
Forks Alternative School,Forks,WA,98331,53009,Clallam County,5306,53024,53024,2017-2018
District Run Home School,Forks,WA,98331,53009,Clallam County,5306,53024,53024,2017-2018
Insight School of Washington,Forks,WA,98331,53009,Clallam County,5306,53024,53024,2017-2018
Forks Intermediate School,Forks,WA,98331,53009,Clallam County,5306,53024,53024,2017-2018
Lake Quinault Elementary,Amanda Park,WA,98526,53027,Grays Harbor County,5306,53024,53024,2017-2018
Lake Quinault High School,Amanda Park,WA,98526,53027,Grays Harbor County,5306,53024,53024,2017-2018
George Elementary,QUINCY,WA,98848,53025,Grant County,5304,53013,53013,2017-2018
Mountain View Elementary,QUINCY,WA,98848,53025,Grant County,5304,53013,53013,2017-2018
Pioneer Elementary,QUINCY,WA,98848,53025,Grant County,5304,53013,53013,2017-2018
Quincy High School,QUINCY,WA,98848,53025,Grant County,5304,53013,53013,2017-2018
Quincy Junior High,QUINCY,WA,98848,53025,Grant County,5304,53013,53013,2017-2018
Monument Elementary,QUINCY,WA,98848,53025,Grant County,5304,53013,53013,2017-2018
Quincy High Tech High,Quincy,WA,98848,53025,Grant County,5304,53013,53013,2017-2018
Rainier Middle School,Rainier,WA,98576,53067,Thurston County,5310,53002,53002,2017-2018
Rainier Senior High School,Rainier,WA,98576,53067,Thurston County,5310,53002,53002,2017-2018
Rainier Elementary School,Rainier,WA,98576,53067,Thurston County,5310,53002,53002,2017-2018
Raymond Elementary School,RAYMOND,WA,98577,53049,Pacific County,5303,53019,53019,2017-2018
Raymond Jr Sr High School,RAYMOND,WA,98577,53049,Pacific County,5303,53019,53019,2017-2018
Developmental Preschool,Raymond,WA,98577,53049,Pacific County,5303,53019,53019,2017-2018
Raymond Home Link School,RAYMOND,WA,98577,53049,Pacific County,5303,53019,53019,2017-2018
Reardan Elementary School,REARDAN,WA,99029,53043,Lincoln County,5305,53013,53013,2017-2018
Reardan Middle-Senior High School,REARDAN,WA,99029,53043,Lincoln County,5305,53013,53013,2017-2018
Benson Hill Elementary School,Renton,WA,98058,53033,King County,5309,53011,53011,2017-2018
Bryn Mawr Elementary School,Seattle,WA,98178,53033,King County,5309,53037,53037,2017-2018
Campbell Hill Elementary School,Seattle,WA,98178,53033,King County,5309,53037,53037,2017-2018
Cascade Elementary School,Renton,WA,98058,53033,King County,5309,53011,53011,2017-2018
Nelsen Middle School,Renton,WA,98055,53033,King County,5309,53011,53011,2017-2018
Hazelwood Elementary School,Newcastle,WA,98056,53033,King County,5309,53041,53041,2017-2018
Highlands Elementary School,Renton,WA,98056,53033,King County,5309,53011,53011,2017-2018
Hillcrest Special Services Center,RENTON,WA,98056,53033,King County,5309,53011,53011,2017-2018
Kennydale Elementary School,Renton,WA,98056,53033,King County,5309,53041,53041,2017-2018
Lakeridge Elementary School,Seattle,WA,98178,53033,King County,5309,53037,53037,2017-2018
Lindbergh Senior High School,Renton,WA,98058,53033,King County,5309,53011,53011,2017-2018
Maplewood Heights Elementary School,Renton,WA,98059,53033,King County,5309,53011,53011,2017-2018
McKnight Middle School,Renton,WA,98056,53033,King County,5309,53011,53011,2017-2018
Hazen Senior High School,Renton,WA,98059,53033,King County,5309,53011,53011,2017-2018
Renton Park Elementary School,Renton,WA,98058,53033,King County,5309,53011,53011,2017-2018
Renton Senior High School,Renton,WA,98055,53033,King County,5309,53037,53037,2017-2018
Sierra Heights Elementary School,Renton,WA,98059,53033,King County,5309,53011,53011,2017-2018
Talbot Hill Elementary School,Renton,WA,98055,53033,King County,5309,53011,53011,2017-2018
Tiffany Park Elementary School,Renton,WA,98058,53033,King County,5309,53011,53011,2017-2018
Out Of District Facility,Renton,WA,98055,53033,King County,5309,53011,53011,2017-2018
Sartori Education Center,RENTON,WA,98055,53033,King County,5309,53037,53037,2017-2018
Griffin Home,Renton,WA,98056,53033,King County,5309,53041,53041,2017-2018
Dimmitt Middle School,Seattle,WA,98178,53033,King County,5309,53037,53037,2017-2018
H.O.M.E. Program,Renton,WA,98055,53033,King County,5309,53011,53011,2017-2018
Renton Academy,Renton,WA,98055,53033,King County,5309,53011,53011,2017-2018
Honey Dew Elementary,Renton,WA,98058,53033,King County,5309,53011,53011,2017-2018
Talley High School,Seattle,WA,98178,53033,King County,5309,53037,53037,2017-2018
Meadow Crest Early Childhood Education Center,Renton,WA,98056,53033,King County,5309,53011,53011,2017-2018
Open Door Youth Reengagement Renton,Renton,WA,98055,53033,King County,5309,53011,53011,2017-2018
Risdon Middle School,Newcastle,WA,98056,53033,King County,5309,53041,53041,2017-2018
Republic Elementary School,REPUBLIC,WA,99166,53019,Ferry County,5305,53007,53007,2017-2018
Republic Senior High School,REPUBLIC,WA,99166,53019,Ferry County,5305,53007,53007,2017-2018
Republic Parent Partner,REPUBLIC,WA,99166,53019,Ferry County,5305,53007,53007,2017-2018
Republic Junior High,Republic,WA,99166,53019,Ferry County,5305,53007,53007,2017-2018
Badger Mountain Elementary,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Carmichael Middle School,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Richland High School,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Hanford High School,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Jason Lee Elementary School,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Jefferson Elementary,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Lewis & Clark Elementary School,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Marcus Whitman Elementary,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Sacajawea Elementary,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Tapteal Elementary School,West Richland,WA,99353,53005,Benton County,5304,53008,53008,2017-2018
Chief Joseph Middle School,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Rivers Edge High School,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Enterprise Middle School,West Richland,WA,99353,53005,Benton County,5304,53008,53008,2017-2018
William Wiley Elementary School,West Richland,WA,99353,53005,Benton County,5304,53008,53008,2017-2018
Twin Rivers Group Home,RICHLAND,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Special Programs,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
White Bluffs Elementary School,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Three Rivers Home Link,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Orchard Elementary,Richland,WA,99352,53005,Benton County,5304,53008,53008,2017-2018
Leona Libby Middle School,West Richland,WA,99353,53005,Benton County,5304,53008,53008,2017-2018
Ridgefield High School,RIDGEFIELD,WA,98642,53011,Clark County,5303,53018,53018,2017-2018
South Ridge Elementary,RIDGEFIELD,WA,98642,53011,Clark County,5303,53018,53018,2017-2018
Union Ridge Elementary,RIDGEFIELD,WA,98642,53011,Clark County,5303,53018,53018,2017-2018
View Ridge Middle School,RIDGEFIELD,WA,98642,53011,Clark County,5303,53018,53018,2017-2018
Ritzville Grade School,Ritzville,WA,99169,53001,Adams County,5304,53009,53009,2017-2018
Ritzville High School,Ritzville,WA,99169,53001,Adams County,5304,53009,53009,2017-2018
Lind Ritzville Middle School,Lind,WA,99341,53001,Adams County,5304,53009,53009,2017-2018
Chattaroy Elementary,Chattaroy,WA,99003,53063,Spokane County,5305,53007,53007,2017-2018
Riverside Middle School,Chattaroy,WA,99003,53063,Spokane County,5305,53007,53007,2017-2018
Riverside Elementary,Chattaroy,WA,99003,53063,Spokane County,5305,53007,53007,2017-2018
Riverside High School,Chattaroy,WA,99003,53063,Spokane County,5305,53007,53007,2017-2018
Independent Scholar,Chattaroy,WA,99003,53063,Spokane County,5305,53007,53007,2017-2018
Grand Mound Elementary,Rochester,WA,98579,53067,Thurston County,5303,53020,53020,2017-2018
Rochester Primary School,Rochester,WA,98579,53067,Thurston County,5303,53020,53020,2017-2018
Rochester Middle School,Rochester,WA,98579,53067,Thurston County,5303,53020,53020,2017-2018
Rochester High School,Rochester,WA,98579,53067,Thurston County,5303,53020,53020,2017-2018
H.e.a.r.t. High School,Rochester,WA,98579,53067,Thurston County,5310,53020,53020,2017-2018
Roosevelt Elementary School,Roosevelt,WA,99356,53039,Klickitat County,5303,53014,53014,2017-2018
Rosalia Elementary & Secondary School,Rosalia,WA,99170,53075,Whitman County,5305,53009,53009,2017-2018
Red Rock Elementary,Royal City,WA,99357,53025,Grant County,5304,53013,53013,2017-2018
Royal High School,Royal City,WA,99357,53025,Grant County,5304,53013,53013,2017-2018
Royal Middle School,Royal City,WA,99357,53025,Grant County,5304,53013,53013,2017-2018
Royal Intermediate School,Royal City,WA,99357,53025,Grant County,5304,53013,53013,2017-2018
Friday Harbor High School,FRIDAY HARBOR,WA,98250,53055,San Juan County,5302,53040,53040,2017-2018
Friday Harbor Elementary School,FRIDAY HARBOR,WA,98250,53055,San Juan County,5302,53040,53040,2017-2018
